"card","reports","age","income","share","expenditure","owner","selfemp","dependents","months","majorcards","active"
1,0,34.16667,4.2,0.0249386,88.94667,0,0,1,31,0,12
0,0,26.75,6.4532,0.0001859543,0,1,0,1,42,1,13
1,2,21.91667,4,0.004701667,11.00417,1,0,1,14,0,4
1,0,35.58333,3.5606,0.1932389,323.5875,0,0,0,12,1,0
0,0,22.33333,1.8,0.0006666667,52.58,0,0,0,65,1,6
1,0,22.91667,5.6,0.03980107,17.17167,1,0,0,12,1,8
0,0,23.83333,7.88,0.0001522843,0,0,0,4,30,0,9
1,2,21.58333,1.95,0.1409972,6.5,1,0,0,12,1,2
1,0,35.83333,5.5,0.05948347,119.625,1,0,0,6,1,10
1,0,24.08333,1.62,0.03716286,86.54667,1,0,3,43,0,6
1,0,40.75,3.8,0.03113791,94.11833,0,0,1,41,1,3
1,1,53.58333,9.9999,0.0998702,83.08334,1,0,3,30,1,3
0,0,40.33333,8.2,0.0006153846,0,0,0,0,172,0,15
1,0,40.75,8,0.1407468,762.3784,1,0,0,15,1,0
1,0,24.41667,2.8,0.0146375,26,0,0,0,60,1,7
1,0,28.41667,2.6,0.1270335,105.095,0,0,0,27,1,16
1,2,38.58333,4,0.0998702,379.8658,1,0,0,120,1,8
1,0,44.58333,3.1,0.01198229,34.53167,0,0,0,33,1,13
0,0,31,4.0104,0.000299222,0,1,0,0,24,1,0
1,0,23.16667,4.58,0.2269911,48.615,0,0,0,50,1,7
1,0,26.83333,2.9,0.006872069,15.94083,1,1,3,12,1,3
0,0,22.08333,1.7095,0.0007019597,68.54583,0,0,0,36,1,2
1,0,21.91667,2.5,0.06498916,122.1917,1,0,1,30,1,6
1,0,41.08333,3.5,0.0055,384.8992,1,0,2,9,1,4
1,4,38.5,4.1,0.01560016,129.3333,1,0,2,24,1,21
1,0,29.91667,1.51,0.0007654037,63.91667,1,0,1,6,0,1
1,0,37.58333,9,0.002227999,470.9733,1,1,1,147,1,6
0,1,22.91667,2.7,0.0005797101,0,0,0,0,9,1,0
1,0,21.66667,2,0.0549975,198.5483,1,1,1,24,0,10
1,0,26.16667,5.5,0.0012,3.166667,0,0,2,50,1,0
0,3,32.16667,2.8,0.0002666667,0,1,0,3,36,0,11
0,0,33.75,4,0.0006666667,0,1,0,1,84,1,9
1,0,27.33333,2.75,0.000381255,153.7267,0,0,0,48,1,1
1,0,27.08333,2.42,0.01701942,395.585,1,0,2,41,1,14
1,0,23.25,2,0.0049,7.416667,0,0,3,26,1,0
1,0,23.91667,4.55,0.0002637363,0,0,0,3,15,0,15
0,2,28.16667,2,0.0004615385,0,0,0,0,7,1,3
0,0,26.33333,1.5,8e-04,189.6842,0,0,0,8,1,0
1,0,33.16667,2.1,0.08529589,398.0475,1,0,4,84,1,4
1,7,25.91667,2.6,0.1843664,0,1,0,3,25,1,16
1,0,49.16667,1.7,0.0005405406,0,0,0,1,14,1,6
1,2,34.83333,3,0.1608053,401.93,0,0,2,408,1,3
1,0,28.16667,3.5,0.0016,87.105,1,0,1,42,1,7
0,2,24.66667,2.0676,0.2071184,0,0,0,0,36,1,17
1,3,44.58333,4.4,0.00048,97.18417,1,1,1,62,1,12
0,0,31.91667,2.1,0.04400998,0,1,0,2,36,1,10
1,1,25.75,2.4,0.071715,91.96417,1,0,0,27,1,18
1,0,22,1.6417,0.04682963,105.2833,1,0,0,63,1,9
1,0,34,1.5,0.1893335,583.7783,0,0,1,5,0,0
0,5,27.66667,3.2,0.0005660377,0,0,0,0,44,1,6
1,0,34.5,6.2,0.1840382,950.8641,1,0,0,60,1,0
1,0,40.33333,2.5,0.0509016,105.9617,0,0,1,24,1,0
0,0,24.25,3,6e-04,0,0,0,0,52,0,3
1,0,30.08333,2.4,0.01248148,27.41667,0,1,2,72,1,8
1,0,22,4.03,0.04091464,137.0717,0,0,0,2,1,2
0,0,47.33333,10.4,4e-04,0,0,0,2,9,0,0
0,1,24.91667,2.9,0.0005086207,0.3125,1,0,0,59,1,2
1,0,27.83333,2.48,0.06038794,271.4675,1,0,1,18,1,0
1,0,56.91667,1.5896,0.2052491,271.5533,1,1,1,180,1,9
1,0,27.41667,2,0.1640628,683.4283,0,1,1,108,1,5
0,0,21.66667,2.16,0.0005555556,0,0,0,1,38,0,1
0,0,36.08333,2.2,0.0002926829,145.6958,1,0,0,30,1,3
1,0,25.91667,2.4,0.1078696,215.7392,0,0,0,27,1,18
0,2,40,2.4,5e-04,232.2758,0,0,2,2,1,4
1,0,40.16667,1.9,0.0001428571,167.8267,1,0,3,6,1,0
1,0,25.66667,1.9324,0.1535069,703.4067,1,0,2,74,1,4
0,0,27.5,2.16,0.0005555556,0,0,0,0,42,0,0
0,2,26,7,0.067888,0,1,1,3,13,1,31
0,3,28.41667,2.6,6e-04,0,1,0,1,54,0,6
0,0,35.25,2.5,0.0002130114,0,0,0,3,27,0,10
1,0,21.58333,3.12,0.07661206,248.9058,0,0,0,48,1,10
1,0,49.16667,3,0.09670267,71.53,1,0,1,15,0,6
1,1,23.83333,2.35,0.1285348,136.0408,0,0,0,25,1,5
0,0,32.66667,5.5,8e-04,251.5208,1,0,0,25,1,4
1,0,38.25,10,0.09980781,831.7317,0,0,1,7,1,12
1,0,36,3.7,0.03311243,101.7633,1,0,2,6,1,18
1,0,29.25,3.7,0.03148378,424.1767,1,1,2,192,1,7
0,0,36.41667,5.2,0.0002307692,0,0,0,0,51,1,0
1,0,26.08333,4.8,0.05806896,113.5892,0,0,0,2,1,4
1,0,61,3.7,0.05220054,335.5625,1,0,1,300,1,24
1,0,26.33333,1.2,0.01661133,20.18083,0,0,0,24,0,5
0,0,23.83333,1.8504,0.08901566,0,0,0,0,14,1,5
1,0,41.58333,2.3,0.04575044,119,1,0,0,8,1,12
1,0,25.08333,1.89,0.04420053,69.0325,0,0,0,51,1,16
1,0,42.25,3.5,0.02476569,131.6742,1,0,2,36,1,13
0,0,37.16667,2.7885,0.0004303389,0,1,0,0,240,1,0
1,1,47.08333,4.18,0.0002870813,523.125,0,0,0,288,1,13
0,4,33.25,2.8,0.0004285714,0,0,0,0,12,0,7
0,0,32.16667,4.475,0.0002681564,0,0,0,2,60,0,15
1,1,37.08333,5.49,0.104378,391.4175,0,0,1,60,1,19
0,0,44.91667,3.8,0.0004277313,99.10333,1,0,1,90,1,3
1,0,32.83333,3.1,0.05293967,0,0,1,0,14,1,15
1,0,23.33333,3.9,0.07661206,248.9058,0,0,0,48,1,0
1,0,36.5,3.5,0.2171703,0,1,1,0,30,1,18
1,0,26.58333,3.2,0.1495691,84.9025,1,0,2,12,1,0
1,0,33.5,1.92,0.02146354,34.09167,0,0,2,12,1,15
1,0,54.41667,2.308,0.2200399,20.18083,0,0,0,94,0,5
0,0,29.16667,1.7,0.1436397,0,0,0,1,28,1,0
1,1,23.25,3,0.09670267,241.4233,1,0,0,228,0,9
1,1,39.75,2.45,0.1409972,289.0442,1,0,1,4,1,11
0,0,35.58333,4,3e-04,0,0,0,0,15,0,0
1,0,32.91667,3.2,0.04545781,121.2208,0,0,1,6,0,9
1,0,39.66667,3,0.01112149,318.51,1,0,2,6,1,9
1,0,26.83333,6,0.06123966,189.6842,0,1,2,6,1,0
1,0,27.25,3.5,0.01972267,24.07,0,0,0,6,1,0
1,0,19.58333,2,0.121795,121.3367,0,0,0,12,1,0
1,0,24.08333,7,0.1584613,176.2717,1,0,0,30,1,9
1,2,22.83333,2,0.0229845,37.97417,0,0,0,30,1,18
1,0,22.33333,4.1,0.05342556,80.055,0,0,0,48,0,1
1,0,44.58333,4.2,0.03867167,204.5367,0,0,0,4,0,2
1,0,40.41667,2.448,0.03244491,148.3725,1,0,1,41,1,12
1,0,27.25,3.15,0.06493969,170.4667,1,0,0,51,1,2
1,0,48.91667,3.5,0.067888,122.9292,0,0,0,48,1,9
1,0,21.08333,1.5344,0.126377,315.9425,0,0,0,12,1,16
1,0,32.33333,5.1,0.05496077,430.6925,1,0,2,38,1,7
1,0,22.58333,2.25,0.04216182,77.04667,1,0,2,12,1,4
0,0,25.58333,1.75,0.0006857143,17.785,1,0,1,7,1,0
1,0,35.25,3.7,0.1221516,376.6342,1,0,0,70,1,0
0,0,27.5,3.4,0.0003529412,182.0958,0,0,0,12,1,0
0,0,35.75,1.8,0.0006666667,474.065,1,0,2,34,1,18
0,4,38.25,4.8,0.0801425,0,0,1,1,42,1,2
1,0,34.75,2.938,0.05023986,293.0658,0,0,3,14,1,0
1,0,28.75,2.5,0.1083524,478.7125,1,0,0,12,1,4
1,0,29.16667,2.2,0.1113085,69.79333,0,0,0,49,1,7
1,0,28.58333,2.06,0.0005825243,379.2983,1,0,0,31,0,0
1,0,24.91667,2.4,0.23063,461.26,0,0,1,12,0,3
1,3,0.5,4,0.1017243,258.5492,0,0,1,28,1,5
1,0,62.5,10.5,0.1037453,8.75,1,0,0,100,1,16
1,0,32,2.7,0.0501859,127.4725,0,0,0,62,1,10
1,0,37.58333,4.475,0.0002681564,182.0958,1,0,0,60,1,7
1,0,24.33333,3,0.002791667,46.14167,0,0,2,18,1,6
1,0,24.08333,5.1,0.01050802,412.1867,1,0,4,12,1,0
1,0,53,1.5,0.01972267,24.07,1,0,0,3,1,11
1,0,52.16667,5,0.0204978,205.9358,1,0,1,201,0,16
1,1,26,2.2,0.01336725,43.97417,1,0,1,121,1,13
1,0,45.83333,3.48,0.0007058823,215.7392,1,1,1,16,1,21
1,0,20.83333,2,0.1106477,7.083333,1,0,0,18,0,13
1,0,27.33333,3.836,0.103933,332.2392,1,0,3,14,1,14
1,0,37.58333,2.95,0.04856136,118.7133,1,0,1,230,1,15
0,0,23.83333,7.88,0.0001522843,0,0,1,0,6,1,9
1,0,28.08333,3,0.05705314,46.14167,0,0,0,7,1,1
1,0,27.16667,2,0.01112149,205.9358,1,0,1,42,0,6
1,0,50,4.5,0.09626533,360.995,1,0,0,301,1,29
1,0,22.83333,2,0.0229845,114.6017,1,0,0,25,1,7
1,0,25.25,5.5,0.02479182,121.6333,1,1,0,16,1,0
1,0,30.75,3.374,0.06905923,149.545,1,1,0,21,1,9
1,3,63.16667,5.5,0.1792845,93.625,0,0,0,192,1,15
1,1,32.33333,6,0.09483,474.15,1,0,4,18,1,4
0,0,28.41667,6.9,0.0002666667,0,1,0,3,228,1,0
1,0,40.08333,4,0.3822785,875.8884,1,0,2,3,1,3
1,0,0.5833333,2.5,0.0831712,173.0233,0,0,0,150,1,8
1,0,40.75,2,0.06123966,7.416667,0,1,2,182,1,13
1,0,21.91667,2.6875,0.07412688,165.93,0,0,3,85,1,12
1,0,27.16667,2.6796,0.007277206,0,0,0,0,36,1,20
1,0,26.41667,1.8,0.1196106,178.9158,0,0,1,12,1,2
0,0,37,3.2,0.03501987,0,0,0,0,12,1,0
1,0,20.16667,1.5,0.0006666667,149.5508,0,0,0,24,1,2
1,0,32.58333,10,0.00297809,3.75,0,0,3,7,1,28
0,0,36.58333,2.16,0.0005555556,0,1,0,0,77,0,0
1,0,19.66667,2.2348,0.03722216,82.92084,0,0,2,133,0,5
1,0,31.25,1.78,0.02820012,192.4508,1,0,0,14,1,15
1,0,33.08333,4.01,0.002743142,391.4175,0,0,1,120,1,15
1,0,24.25,12.4999,0.2975549,643.3233,1,0,1,120,1,11
1,0,48.91667,3,0.09670267,300.4608,0,0,0,120,1,3
1,0,47.83333,3.1131,0.02724,0,1,0,1,242,1,7
0,0,24.66667,1.8,0.0006666667,0,1,0,2,4,1,0
0,0,54.75,3.4,0.0005660377,0,0,0,1,12,1,7
1,1,21.41667,5.32,0.0002255639,35.16833,1,0,0,110,1,7
1,0,27.08333,3.25,0.008601538,22.4625,0,0,0,132,1,0
1,0,45.08333,3.9,0.008436268,294.58,0,0,0,120,1,12
1,0,35.91667,1.85,0.01799908,35.16667,0,0,0,7,0,0
1,0,40.91667,4,0.00331225,187.1425,1,0,1,91,1,9
1,0,54.5,3.8,0.03137474,632.0808,1,0,1,90,1,3
1,0,21.08333,1.8829,0.1119657,326.5667,1,0,1,3,1,11
1,0,33.08333,4.5,0.1107659,391.4175,1,0,1,36,1,15
1,0,21.91667,2.4,0.05105425,465.195,1,0,1,168,1,4
1,0,33.91667,2,0.9063205,1510.534,0,0,0,30,1,18
0,0,0.75,3,0.06853744,0,0,0,0,18,1,2
1,0,39.66667,5.3,0.04344189,318.51,1,0,0,108,1,9
0,7,25.91667,9.4,0.0004615385,0,1,0,1,36,1,2
1,0,27.91667,2.52,0.08961231,188.1858,0,0,1,12,1,0
0,3,45.75,3.4,0.0003529412,0,0,0,0,31,0,10
0,0,29,4,0.5263956,4.583333,0,1,0,12,1,14
1,0,21.16667,3.35,0.07162478,276.9842,1,0,0,18,1,2
1,1,30.83333,4.35,0.0193976,0,0,0,0,28,0,5
1,0,40.16667,2.45,0.04344189,0,0,0,0,51,1,2
1,1,32.16667,3.7,0.01063703,32.46416,0,0,2,186,0,4
0,5,43.33333,4.8,3e-04,0,1,0,0,3,1,4
1,0,24.33333,2.4,0.1813192,362.6383,1,0,2,16,1,4
1,0,62,1.5,0.04700183,64.07417,0,0,0,270,1,1
1,0,35.5,2.9,0.1136103,0,0,0,1,10,1,21
1,0,21.5,2.8896,0.08017754,193.0675,0,0,0,12,0,0
1,0,38.25,2.3,0.0676087,61.33333,0,0,0,10,0,3
1,0,39.58333,8.1,0.09833618,41.81667,1,0,3,18,1,13
0,2,40.5,3.57,0.0003361345,0,1,0,0,31,1,29
1,0,34.25,1.944,0.000617284,337.0583,0,0,1,54,1,3
1,0,34.83333,3.75,0.09561973,298.4783,1,0,1,12,1,9
0,0,25.25,3.5,0.0016,0,1,0,1,12,1,7
1,0,47.16667,7,0.0007019597,0,0,0,2,42,1,2
1,0,28.16667,2.4,0.1137675,227.3683,0,0,0,5,0,29
1,0,22.41667,4.81,0.01105884,43.74417,1,0,1,3,1,9
1,0,25.83333,6.5,0.054492,158.6017,0,0,0,34,1,9
1,0,22.91667,2.5,0.2395248,59.78667,0,0,0,43,1,2
1,1,35.25,3,0.003666667,8.333333,0,0,0,60,1,1
1,0,33.16667,1.8,0.07033833,105.5075,1,0,4,6,1,4
1,0,39.58333,8.1,0.09833618,663.7692,1,0,3,70,1,13
1,0,37.08333,3,0.070965,8.333333,1,0,0,125,1,13
1,0,43.08333,2.4317,0.08052638,163.18,0,0,2,14,0,0
1,1,21.5,1.78,0.0006741573,141.6883,1,0,1,12,1,1
0,0,26.41667,3.86,0.0003428572,0,0,0,0,18,0,8
1,0,24.08333,4.9,0.01453408,297.0317,1,0,2,159,1,9
0,1,26.5,3.6,6e-04,0,1,0,2,14,0,0
1,0,23.75,1.5678,0.02476569,66.26417,1,0,1,36,1,3
0,2,27.5,2.8,0.03458607,0,1,0,0,24,1,14
1,0,28.83333,1.85,0.03879551,91.96417,1,0,0,26,1,3
1,0,25.41667,1.56,0.1643857,215.8817,0,0,0,12,1,0
1,0,26.83333,4.075,0.0004615385,22.98667,0,0,0,12,1,9
0,0,25.25,3.3,0.0003636364,0,1,0,1,75,1,23
1,0,24.83333,2.7,0.1720774,240.38,0,0,0,10,1,12
1,0,28.16667,4.375,0.0033,4.583333,1,0,2,84,0,1
1,0,26.58333,2.35,0.05111367,127.5342,0,0,1,120,1,2
1,0,20.91667,3.75,0.042129,140.3467,1,0,0,12,1,9
0,2,33.83333,5.1,0.0002352941,0,1,0,0,12,1,8
1,0,32.16667,4.38,0.1178903,136.1242,1,0,5,24,1,0
1,0,31.5,1.6,0.02358028,68.35917,1,0,0,6,1,12
1,0,39.75,1.9,0.1059958,101.4942,1,0,0,12,1,17
0,4,34.83333,1.65,0.0007272727,1088.739,0,0,0,36,1,5
1,0,22.83333,3.8,0.01511711,47.7875,1,0,0,51,1,1
0,0,22.66667,1.79,0.00048,0,0,1,0,18,0,0
1,0,32.41667,3.2,0.08108,344.0067,1,0,3,126,1,17
1,0,27.08333,2.4,0.02528568,33.01333,0,0,0,96,1,1
1,0,24.83333,2.1,0.1375624,240.4842,0,0,2,24,1,0
1,0,32.08333,2.4,0.1426413,285.2825,1,0,0,96,1,8
1,0,42.58333,2.2845,0.006686838,17.58333,0,0,0,19,1,0
1,0,38.83333,6.5,0.2897866,1569.677,0,0,4,117,1,0
1,0,39.58333,4.81,0.01105884,248.5058,0,0,1,8,1,9
1,0,28.58333,4.2,0.02501619,87.30666,1,0,1,132,1,22
1,1,37.08333,2.7,0.003666667,97.5125,0,0,0,28,1,11
1,0,29.08333,5.4,0.1619782,58.05416,0,1,1,108,1,10
1,2,26.58333,2.45,0.1217171,248.5058,0,0,0,120,1,5
1,0,27.83333,3.04,0.03792664,95.9975,0,0,0,13,1,0
1,1,36.91667,3.5,0.03545144,61.19917,1,0,2,60,1,7
1,0,28.91667,1.511,0.03435875,68.38417,0,0,0,12,1,15
1,1,36.91667,2.2,0.08092181,148.19,0,0,2,51,1,2
1,0,23.08333,2.95,0.2956862,640.6533,1,0,0,25,1,17
1,0,39,2.5,0.02125,131.6742,1,0,2,25,1,10
1,0,44.58333,3,0.01198229,34.53167,1,0,0,33,1,0
1,0,25.33333,2.475,0.1066462,0,0,0,0,5,0,5
0,0,26.83333,2.32,0.2326392,0,1,0,1,42,1,0
1,4,25.83333,2.58,0.07673334,164.6433,1,0,0,7,0,15
1,0,37.33333,3,0.09068,158.6067,1,0,0,180,0,11
1,0,29.33333,2.35,0.1257411,366.745,0,0,0,19,1,8
0,0,46.75,2.8,0.0004285714,0,1,0,1,84,1,4
1,1,24.16667,3.7,0.1285348,347.9483,0,0,4,1,1,6
0,0,47.33333,1.68,0.0007142857,0,1,0,2,120,0,8
0,0,53,2.16,0.0004545455,0,0,1,0,24,1,33
1,1,28.25,2.3,0.03489609,66.30083,1,0,1,96,1,14
1,4,35.33333,6.888,0.01023621,58.50583,1,0,2,15,1,9
1,0,35,4.1125,0.02962699,101.2008,0,0,1,36,1,23
1,0,28.16667,2,0.06025,193.0675,1,0,0,38,0,8
1,0,19,1.97,0.06167429,179.7167,0,0,0,24,1,2
1,1,25.41667,2.9,0.08686655,25.5075,0,0,0,3,1,11
1,0,46.25,2,0.1835625,420.5808,1,0,0,6,1,11
1,0,26.5,2.7,0.04111704,92.26334,1,0,0,12,1,0
1,0,33.66667,2.6,0.0449081,1786.277,0,0,0,4,1,0
0,0,27.91667,4,0.08901566,0,0,0,2,2,1,5
0,0,26.75,6.4532,0.0001859543,0,1,1,0,42,1,13
0,0,32.08333,2.7161,0.0004418099,431.1433,0,0,0,60,1,10
1,0,40,2.35,0.0005106383,47.08167,0,0,0,124,1,15
0,2,63.75,2.16,0.0005555556,8.333333,0,0,0,74,1,5
1,0,27.08333,2,0.04137513,134.3858,1,0,3,12,1,6
1,0,40,2.7,0.02862341,54.96917,0,0,0,147,1,22
1,0,35.83333,1.7,0.0007058823,625.3675,0,0,1,42,0,6
0,2,40,2.4,0.0723855,0,0,0,0,72,1,4
1,0,23.83333,4.8,0.01495,320.4867,0,1,0,42,1,13
1,0,23.16667,2.85,0.08745825,207.7133,1,0,1,72,1,3
1,0,21.41667,2.5,0.1922148,87.14917,0,0,0,12,1,4
1,0,39.33333,2,0.000299222,81.265,0,0,2,42,1,9
1,0,80.16666,2.6,8e-04,0,0,0,0,24,1,0
1,0,47.83333,2,0.111812,134.9183,1,0,1,9,1,0
1,0,34.83333,10.0393,0.2582515,860.755,0,1,0,9,0,0
0,4,38,1.7095,0.0007019597,0,0,0,0,250,1,4
1,1,40.83333,3.1,0.00048,463.1517,1,0,0,96,1,15
1,0,46.25,2,0.05751464,134.2008,1,0,0,76,1,1
1,0,24.08333,3.65,0.1136103,267.3483,0,0,0,109,1,17
1,0,24.5,3.73,0.05783512,562.3592,1,0,1,28,1,7
1,0,22.33333,2,0.164968,46.14167,0,0,2,7,1,7
1,0,33.16667,2.7,0.08529589,398.0475,0,0,4,19,1,0
1,0,21.25,3,0.03496332,57.98083,0,0,2,8,1,11
1,0,22.16667,2.4,0.08183375,568.7742,0,0,0,23,1,0
1,0,61,1.5,0.2685167,93.31,0,0,1,4,1,1
1,0,24.08333,1.89,0.02392328,37.42916,1,0,0,240,1,6
1,0,26.66667,5,0.4258454,0,0,0,1,63,1,7
1,0,33.75,1.82,0.02392328,37.42916,0,0,0,14,1,6
1,1,20.25,1.95,0.03098154,341.245,0,0,0,3,1,4
1,0,35.5,2.9,0.02071958,508.2908,0,0,0,19,1,2
0,3,47.5,2.34,0.1792845,0,0,0,0,61,1,6
1,0,33.25,3.6,0.02599111,77.80666,0,0,3,16,1,6
1,0,21.5,4.9,0.03650327,0,0,0,0,22,1,3
1,0,20.25,2,0.07619161,341.245,0,0,0,62,1,7
1,0,46.33333,1.6,0.04630688,199.3692,1,0,0,162,1,11
0,0,69.75,1.8,0.0006666667,0,0,0,0,528,1,0
1,1,29.83333,3.7,0.595776,1836.976,0,0,0,51,1,7
1,0,49.16667,2.1,0.09670267,71.53,0,0,0,28,1,5
1,1,41.41667,2,0.07657401,51.75,0,1,1,6,0,3
1,1,22,2.7,0.03544926,0,1,0,0,3,1,1
1,0,27,2.675,0.03482019,77.28667,1,0,4,25,1,16
1,1,30.16667,3,0.01855033,45.87583,1,0,2,37,1,4
0,1,24.83333,2.466,0.000486618,0,1,0,0,24,1,20
1,0,28,2.4,0.0005216484,67.39833,0,0,1,46,1,3
1,0,24.83333,3.12,0.02673974,69.27333,1,0,2,66,1,12
1,0,21.16667,3,0.06917133,172.5717,1,0,0,20,1,13
1,0,40.41667,2.5,0.07675923,400.4475,1,0,0,60,1,4
0,3,48.66667,2.3115,0.0007401468,54.96917,0,0,1,158,0,4
1,0,43.58333,4.3681,0.0002325581,0,1,0,0,86,1,10
1,0,24.91667,2.534,0.1063297,0,0,0,0,17,1,3
1,0,40.58333,3.1,0.0003870968,758.9391,1,0,1,2,1,7
1,0,32.08333,2.7161,0.0004418099,352.1733,0,0,1,62,0,0
1,0,42.16667,2.5,0.01238,25.29167,0,0,0,5,1,16
1,0,23.5,2.7,0.1151311,492.2558,0,0,0,156,0,11
1,1,30.58333,3,0.006686838,17.58333,0,0,0,24,1,12
1,0,30.66667,2.2224,0.06829016,179.1783,1,0,2,23,1,9
1,0,38.5,7,0.1584613,0,1,0,3,3,1,19
1,0,35.66667,2.6,0.1049978,182.1675,1,0,0,84,1,0
0,0,47.91667,3.5091,0.00048,0,0,0,3,6,0,0
1,0,39.16667,1.95,0.02673974,69.27333,0,1,2,40,0,5
1,0,36.75,3,0.032497,80.82584,1,0,3,18,0,4
1,0,23.5,2.5,0.2395248,8.333333,1,0,0,2,1,0
1,0,24.33333,2.4,0.1813192,362.6383,0,0,1,16,1,0
1,0,21.25,1.99,0.8245508,1786.277,0,0,2,4,1,5
1,0,35.83333,1.6,0.2253456,203.1333,0,0,2,6,1,0
1,0,42.08333,4.7,0.01847894,71.95917,0,0,3,150,1,1
1,0,39.08333,3.5,0.06206229,181.015,1,0,1,42,1,0
1,1,27.66667,2.15,0.2456279,0,1,0,0,97,1,6
1,0,21.91667,2.6875,0.0007407407,0,0,0,0,32,1,12
1,0,27.16667,3.5,0.007309545,12.65083,0,0,0,60,0,0
1,0,26.83333,1.6,0.1541906,205.2542,0,0,1,1,1,9
1,0,54.66667,7.29,0.06364079,180.655,1,0,1,78,1,9
1,0,24.83333,6.8,0.0001764706,4.583333,1,1,1,56,0,20
1,0,27.16667,3.4,0.8778461,215.4392,0,0,1,12,1,7
1,0,24.66667,1.5,0.2071184,356.7817,0,0,0,30,1,19
1,0,44.66667,3.5,0.06670286,194.4667,0,0,0,36,1,0
1,0,30.08333,3.42,0.008915205,27.41667,0,0,2,1,1,0
1,0,21.91667,4.65,0.01516022,302.2467,0,0,2,8,1,11
1,0,40.41667,5.43,0.05965243,33.215,0,0,0,14,1,11
1,0,30.16667,3.1,0.1816442,13.68583,0,0,0,12,0,4
1,0,31.83333,2.4192,0.0676087,116.3525,0,0,0,3,1,7
1,0,24.66667,3.4,0.09166333,144.3975,0,0,0,12,1,4
1,0,39.08333,5.1,0.04952431,210.2283,1,0,3,60,0,22
1,0,40.16667,2.5,0.0887728,0,0,0,0,12,1,8
0,0,49.58333,1.75,0.0002406015,0,1,0,2,32,1,3
1,0,26.91667,2.5,0.02667368,41.81667,0,0,0,18,1,5
1,0,35,2.07,0.01022222,0,0,0,0,1,1,3
0,1,25.58333,2.466,0.000486618,0,0,0,0,14,0,20
1,0,22.08333,2.7,0.00078125,156.9,0,0,0,38,1,3
0,1,32.33333,6,2e-04,0,1,0,0,18,1,2
1,0,49.83333,6.9,0.04630688,349.2017,1,0,3,162,0,11
1,0,56.91667,4.8,0.1537802,320.6758,1,1,3,122,1,9
1,0,31.41667,3.56,0.0452946,208.0833,0,0,4,84,1,6
1,0,40.33333,1.56,0.3860019,501.8025,0,0,0,19,0,1
1,0,63.16667,5.5,0.02467697,34.52083,0,0,1,3,0,16
1,0,26.08333,3.5,0.2004224,320.6758,1,1,0,19,1,9
1,0,32.83333,2.25,0.1196106,178.9158,0,1,0,86,1,10
0,2,30.75,2.315,4e-04,0,0,0,1,24,1,4
1,0,30.66667,3.6,0.09011575,0,1,0,0,14,0,6
1,0,40,4.5,0.09576601,359.1225,0,0,0,2,1,0
1,0,44.66667,3.1782,0.09312976,246.5708,0,0,2,17,0,0
1,0,23.08333,3,0.02586333,0,0,0,1,3,0,0
0,1,28.5,3,6e-04,0,0,0,2,44,1,2
1,0,24.58333,2,0.01289636,58.60833,0,0,0,36,1,6
1,0,20.16667,3.5,0.1196407,149.5508,0,0,0,3,1,3
1,0,42.08333,4.7,0.01847894,242.1283,1,1,3,150,1,4
0,0,28.83333,2.58,0.0005853659,0,0,0,0,41,0,4
1,0,45.58333,11.9999,0.1172833,293.0417,0,0,0,14,1,0
1,3,40.16667,3.7099,0.01063703,32.46416,0,0,0,186,0,11
1,0,54.75,5.48,0.1342037,612.8633,1,0,0,146,1,6
1,0,38.91667,3.68,0.01952256,59.61917,1,0,0,44,1,11
1,0,23.5,2.55,0.0004705882,147.3333,1,0,2,24,1,8
0,7,40.91667,3.5,0.0003705076,0,1,0,0,50,1,16
1,0,21.66667,2.3,0.1644965,315.2017,0,0,0,25,1,0
1,0,23.83333,3.1894,0.1386009,265.6517,0,0,0,10,1,3
0,0,34.75,2.35,0.1833799,0,0,0,0,36,0,11
1,0,53,1.97,0.0006091371,35.675,0,0,0,3,1,6
1,1,41.25,9.9999,0.1101059,917.54,1,0,0,72,1,29
0,0,38.58333,4.2,0.000375,0,0,0,0,24,1,6
0,0,32.75,2,4e-04,4.583333,1,0,3,38,1,7
1,0,34,2.205,0.04400998,80.86833,1,0,2,30,1,11
1,0,24,2.04,0.01792304,180.1775,1,0,2,38,1,4
1,1,25.16667,1.99,0.08980467,111.8392,0,0,0,14,1,19
1,0,23.33333,1.85,0.1534315,93.31,1,0,0,138,1,1
1,0,51.75,2.6,0.02165545,333.6117,1,0,0,6,1,0
1,0,23.16667,2.85,0.06282978,207.7133,1,0,3,147,0,8
1,0,48.91667,3.35,0.09670267,199.3692,1,0,0,18,0,3
0,0,32.58333,4.475,0.05414067,0,0,0,2,60,1,15
1,1,34.83333,3.6,0.03882722,116.315,1,0,0,4,1,8
0,0,35.83333,3,0.0007920792,0,0,0,1,20,1,0
1,0,23.16667,2.6,0.8245508,1786.277,0,0,0,4,1,13
1,0,42.16667,3,0.01336535,44.41333,0,0,0,5,1,2
1,7,36.91667,3.5,0.1720774,387.1742,1,0,2,60,1,4
1,0,29.75,3,0.01989944,29.51583,0,0,0,12,1,8
1,2,34.75,2.34,0.04865566,121.5558,1,0,0,74,0,4
1,0,42,2.1,0.04065079,213,1,0,0,26,1,17
1,0,22.16667,3.5091,0.1596184,61.33333,1,0,0,10,1,9
0,0,26.66667,2.216,0.0006857143,0,0,0,0,108,0,0
